model,1 = K12  Absorption rate constant,2 = V2  Central volume of distribution of sunitinib,3 = QH  Hepatic blood flow,4 = CLP  Clearance of sunitinib,5 = CLM  Clearance of SU12662,6 = V3  Central volume of distribution of SU12662,7 = Q34  Inter-compartmental clearance of SU12662,8 = V4  Peripheral volumes of distribution of SU12662,9 = FM  Fraction of sunitinib converted to SU12662,10 = Q25  Inter-compartmental clearance of Sunitinib,11 = V5  Peripheral volumes of distribution of Sunitinib,12 =  Prop. Error Suni,13 = Prop. Error Metab,1 IIV V2,"OMEGA(2,1)",2 IIV V3,"OMEGA(3,1)","OMEGA(3,2)",3 IIV CLP,"OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)",4 IIV FM,Proportional error sunitinib,Proportional error SU12662,ofv,minimization.successful,covariance_step_run,minimization_successful,covariance_step_successful,covariance_step_warnings,estimate_near_boundary,rounding_errors,zero_gradients,final_zero_gradients,hessian_reset,s_matrix_singular,significant_digits,CPU-time [s],subprob_est_time,subprob_cov_time
231,0.112955745,1588.269881,80,29.4886253,20.94822715,808.285338,3.603467028,811.1010466,0.21,0.39798135,588,-0.366637,-0.281007,0.065459221,0.040578353,0.142402679,0,-0.0613107,0.077359039,0,0,-0.042057,0.106847215,1,1,-501.077272,1,1,1,1,0,0,0,0,0,0,0,2.5,,141.09,162.21
232,0.127639736,2115.068057,80,36.75221712,13.57665831,340.9596693,2.357923071,438.7719805,0.21,0.287239951,588,-0.366637,-0.281007,0.058575628,0.048552586,0.187923028,0,-0.0613107,0.104962219,0,0,-0.042057,0.122867794,1,1,-501.0772212,1,1,1,1,0,0,0,0,0,0,0,2.2,,166.4,167.26
233,0.125744137,2025.003948,80,23.35318585,13.3830317,949.4837617,1.871981897,436.3905477,0.21,0.534189502,588,-0.366637,-0.281007,0.06879781,0.057578504,0.149140732,0,-0.0613107,0.071076728,0,0,-0.042057,0.083951447,1,1,-501.0768647,1,1,1,1,0,0,0,0,0,0,0,2.5,,180.01,166.91
234,0.128241645,1275.791256,80,30.66432652,16.18901833,683.5320501,3.010257183,608.260533,0.21,0.300074791,588,-0.366637,-0.281007,0.058422553,0.046741767,0.199722478,0,-0.0613107,0.093383118,0,0,-0.042057,0.085856153,1,1,-501.076838,1,1,1,1,0,0,0,0,0,0,0,2.1,,150.3,155.47
235,0.126649932,2080.781976,80,26.96402754,13.36907896,625.785965,2.901036749,836.4104109,0.21,0.351976015,588,-0.366637,-0.281007,0.059114612,0.033119176,0.182448841,0,-0.0613107,0.071992033,0,0,-0.042057,0.089153021,1,1,-501.0772016,1,1,1,1,0,0,0,0,0,0,0,2.4,,152.13,156.22
236,0.154826719,1053.281356,80,39.3490714,19.41771379,459.9459875,3.610443494,634.9092528,0.21,0.272744624,588,-0.366637,-0.281007,0.067381976,0.071770676,0.228981097,0,-0.0613107,0.079438732,0,0,-0.042057,0.115224871,1,1,-501.0772361,1,1,1,1,0,0,0,0,0,0,0,2.4,,148.7,159.77
237,0.159130323,937.5347711,80,30.61718253,18.4207077,921.5468522,3.210117266,1222.369773,0.21,0.391337381,588,-0.366637,-0.281007,0.060975498,0.049129594,0.18740149,0,-0.0613107,0.090811843,0,0,-0.042057,0.093176822,1,1,-501.077187,1,1,1,1,0,0,0,0,0,0,0,2.2,,218.35,158.52
238,0.114285525,1545.664994,80,19.36053206,20.25791424,324.3420647,3.106485105,1014.226491,0.21,0.336455917,588,-0.366637,-0.281007,0.055797025,0.060884818,0.162271552,0,-0.0613107,0.081422096,0,0,-0.042057,0.097191759,1,1,-501.0772038,1,1,1,1,0,0,0,0,0,0,0,2.2,,323.68,162.73
239,0.162804312,2596.19438,80,37.26084863,15.04558694,631.3786836,2.912374893,540.7813002,0.21,0.449332676,588,-0.366637,-0.281007,0.059560875,0.028838248,0.207217002,0,-0.0613107,0.086048774,0,0,-0.042057,0.119466909,1,1,-501.0772732,1,1,1,1,0,0,0,0,0,0,0,2.8,,137.75,156.88
240,0.092995006,1575.75519,80,24.66563833,16.14956126,454.3307366,1.840598516,846.5356073,0.21,0.438801355,588,-0.366637,-0.281007,0.054957213,0.062942244,0.166345491,0,-0.0613107,0.100636027,0,0,-0.042057,0.102555545,1,1,-501.0771849,1,1,1,1,0,0,0,0,0,0,0,2.2,,156.15,164.7
241,0.174968725,2315.130551,80,24.58144899,21.24509736,746.0274036,1.998993155,1124.087626,0.21,0.438679568,588,-0.366637,-0.281007,0.051541484,0.037379026,0.153540171,0,-0.0613107,0.109607783,0,0,-0.042057,0.168787855,1,1,-501.0772338,1,1,1,1,0,0,0,0,0,0,0,2.6,,165.8,163.34
242,0.112319331,1734.641599,80,31.25512665,19.66608989,635.0712542,2.250547409,917.6410185,0.21,0.420180794,588,-0.366637,-0.281007,0.072883106,0.043355806,0.150316191,0,-0.0613107,0.076786658,0,0,-0.042057,0.095734574,1,1,-501.0772326,1,1,1,1,0,0,0,0,0,0,0,2.7,,135.96,159.56
243,0.091682426,1519.419262,80,32.4488706,19.31609836,408.8635701,2.440587398,1075.807731,0.21,0.308749182,588,-0.366637,-0.281007,0.078637679,0.025158363,0.233607551,0,-0.0613107,0.05968966,0,0,-0.042057,0.104558814,1,1,-501.077118,1,1,1,1,0,0,0,0,0,0,0,2.1,,158.2,156.32
244,0.126535308,2056.506108,80,25.53576134,15.30498019,592.790263,1.884784896,445.9086969,0.21,0.439936287,588,-0.366637,-0.281007,0.071044229,0.041008842,0.114077707,0,-0.0613107,0.082132062,0,0,-0.042057,0.108929387,1,1,-501.077271,1,1,1,1,0,0,0,0,0,0,0,3.2,,159.29,160.83
245,0.136240428,2859.955529,80,57.64604954,16.0438517,578.1249874,2.725479926,515.0192789,0.21,0.428896309,588,-0.366637,-0.281007,0.057448737,0.037913655,0.255519457,0,-0.0613107,0.113581666,0,0,-0.042057,0.130571944,1,1,-501.0769952,1,1,1,1,0,0,0,0,0,0,0,2,,184.3,161.8
246,0.123209584,1823.576442,80,30.29889386,16.65545485,1010.139912,5.479119054,560.6212045,0.21,0.36764185,588,-0.366637,-0.281007,0.070352662,0.040201575,0.169828591,0,-0.0613107,0.101184255,0,0,-0.042057,0.101775766,1,1,-501.0771788,1,1,1,1,0,0,0,0,0,0,0,2.2,,145.37,163.05
247,0.169510634,1466.157746,80,29.0905034,22.47150111,518.2729436,2.147295752,588.7823095,0.21,0.373647903,588,-0.366637,-0.281007,0.07709142,0.048208998,0.20393159,0,-0.0613107,0.09156312,0,0,-0.042057,0.114955984,1,1,-501.0764857,1,1,1,1,0,0,0,0,0,0,0,2.1,,141.31,162.28
248,0.127597844,1753.670168,80,24.69815812,16.64275216,1039.434661,3.287045366,542.4952309,0.21,0.300071823,588,-0.366637,-0.281007,0.057585937,0.043982908,0.195862486,0,-0.0613107,0.087378917,0,0,-0.042057,0.140007438,1,1,-501.077282,1,1,1,1,0,0,0,0,0,0,0,3.2,,162.31,165.16
249,0.111071421,1644.277345,80,33.64624643,15.95827525,660.6192812,2.441025786,480.1139906,0.21,0.345348002,588,-0.366637,-0.281007,0.051600087,0.057950225,0.176820143,0,-0.0613107,0.093420268,0,0,-0.042057,0.118252761,1,1,-501.0772766,1,1,1,1,0,0,0,0,0,0,0,3,,232.11,158.79
250,0.129929711,1651.591077,80,23.93515354,16.38453829,561.5010567,2.726584199,630.6190542,0.21,0.283470589,588,-0.366637,-0.281007,0.073935668,0.04458099,0.207434162,0,-0.0613107,0.091725982,0,0,-0.042057,0.10255858,1,1,-501.0766214,1,1,1,1,0,0,0,0,0,0,0,2.3,,160.29,158.47
251,0.138178433,1907.017249,80,36.09098514,14.40423398,821.2258135,1.731019232,522.1878048,0.21,0.279621165,588,-0.366637,-0.281007,0.051991886,0.036634235,0.207462369,0,-0.0613107,0.130045284,0,0,-0.042057,0.102698971,1,1,-501.0771482,1,1,1,1,0,0,0,0,0,0,0,2.2,,152.51,159.82
252,0.193555682,1546.819167,80,44.13044675,21.57825567,664.945931,3.134517583,680.828615,0.21,0.377987592,588,-0.366637,-0.281007,0.063384224,0.050234439,0.110872973,0,-0.0613107,0.072992892,0,0,-0.042057,0.064693888,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
253,0.118753125,1521.398824,80,21.42550811,18.6403166,666.1852575,3.300258121,580.9864374,0.21,0.44172992,588,-0.366637,-0.281007,0.05838727,0.054458926,0.155535626,0,-0.0613107,0.041088989,0,0,-0.042057,0.110967366,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
254,0.148941735,1438.180148,80,57.59305833,16.83261999,549.9323397,2.093000636,609.4632495,0.21,0.307085717,588,-0.366637,-0.281007,0.072543689,0.051933944,0.15209341,0,-0.0613107,0.086915806,0,0,-0.042057,0.093704851,1,1,-501.077194,1,1,1,1,0,0,0,0,0,0,0,2.5,,158.84,164.02
255,0.111589916,3310.662902,80,50.70067106,21.78575661,1010.872289,2.348512037,443.6372461,0.21,0.293072166,588,-0.366637,-0.281007,0.049363202,0.049445771,0.13051742,0,-0.0613107,0.065456941,0,0,-0.042057,0.118735734,1,1,-501.0713265,1,1,1,1,0,0,0,0,0,0,0,2.2,,173.75,156.8
256,0.109580958,2066.026265,80,31.0852557,18.70676839,486.4393357,2.39844914,592.8740766,0.21,0.369458825,588,-0.366637,-0.281007,0.06509029,0.047350446,0.191112289,0,-0.0613107,0.077830898,0,0,-0.042057,0.134313439,1,1,-501.0772611,1,1,1,1,0,0,0,0,0,0,0,2.6,,167.07,155.4
257,0.155766585,1814.908431,80,32.43893209,14.43817428,882.2971286,2.551454047,697.4885468,0.21,0.279684146,588,-0.366637,-0.281007,0.05798558,0.041200942,0.182646268,0,-0.0613107,0.057886837,0,0,-0.042057,0.117022282,1,1,-501.0769986,1,1,1,1,0,0,0,0,0,0,0,2.1,,152.27,160.7
258,0.109453231,1427.548252,80,25.5029105,24.16144968,684.0312637,2.560159404,657.1574812,0.21,0.289577939,588,-0.366637,-0.281007,0.082384263,0.044326682,0.182746537,0,-0.0613107,0.069629477,0,0,-0.042057,0.168614567,1,1,-501.0770767,1,1,1,1,0,0,0,0,0,0,0,2.1,,286.17,163.4
259,0.149776872,2084.786772,80,24.31081823,16.19412237,1202.349697,2.658256407,480.309648,0.21,0.315262841,588,-0.366637,-0.281007,0.08545666,0.044725071,0.158369243,0,-0.0613107,0.085167221,0,0,-0.042057,0.10693634,1,1,-501.077158,1,1,1,1,0,0,0,0,0,0,0,2.3,,192.89,160.45
260,0.109928212,1480.844384,80,59.31810675,17.88521289,575.9452906,1.720454484,525.4636208,0.21,0.443294299,588,-0.366637,-0.281007,0.048663037,0.047424777,0.121365296,0,-0.0613107,0.092006275,0,0,-0.042057,0.114802305,1,1,-501.0770427,1,1,1,1,0,0,0,0,0,0,0,2.2,,165.94,162.6
261,0.124684865,1865.50959,80,35.18085627,17.69634609,957.9880672,3.022551696,646.7959221,0.21,0.327429143,588,-0.366637,-0.281007,0.072046201,0.041396986,0.217964927,0,-0.0613107,0.092189499,0,0,-0.042057,0.085970678,1,1,-501.0770606,1,1,1,1,0,0,0,0,0,0,0,2.2,,124.47,159.79
262,0.143166829,1710.362057,80,45.42934652,26.14692975,419.8157401,2.980433233,1095.15946,0.21,0.45642946,588,-0.366637,-0.281007,0.069676062,0.046464336,0.137307517,0,-0.0613107,0.082513201,0,0,-0.042057,0.114682251,1,1,-501.0769962,1,1,1,1,0,0,0,0,0,0,0,2.3,,184.3,158.91
263,0.109025298,1509.903907,80,39.97227966,16.16473081,753.957046,3.533764213,370.642135,0.21,0.254073936,588,-0.366637,-0.281007,0.045486923,0.040021091,0.246226707,0,-0.0613107,0.058975951,0,0,-0.042057,0.118863142,1,1,-501.0772696,1,1,1,1,0,0,0,0,0,0,0,2.9,,154.1,159.34
264,0.133821827,2873.314003,80,29.80228102,15.65628513,643.0094376,3.448411155,489.702192,0.21,0.318522789,588,-0.366637,-0.281007,0.073770786,0.051643157,0.156942154,0,-0.0613107,0.083484523,0,0,-0.042057,0.108546292,1,1,-501.077239,1,1,1,1,0,0,0,0,0,0,0,2.5,,255.64,159.96
265,0.1367596,2291.779047,80,36.96079081,14.79265086,663.7561492,3.396500432,749.2062604,0.21,0.378931823,588,-0.366637,-0.281007,0.041066781,0.041338278,0.168485398,0,-0.0613107,0.109285212,0,0,-0.042057,0.087169864,1,1,-501.0772276,1,1,1,1,0,0,0,0,0,0,0,2.2,,120.48,157.75
266,0.107792422,2492.09648,80,20.55768568,14.0135186,613.9490339,2.858601324,507.8012194,0.21,0.468533701,588,-0.366637,-0.281007,0.056693125,0.039473239,0.160483902,0,-0.0613107,0.072864427,0,0,-0.042057,0.159133535,1,1,-501.0772364,1,1,1,1,0,0,0,0,0,0,0,2.1,,395.79,159.56
267,0.155741068,1621.81462,80,23.13846853,15.71463726,703.0832038,2.844753839,624.6239895,0.21,0.291159872,588,-0.366637,-0.281007,0.05381647,0.033057353,0.156377512,0,-0.0613107,0.075771372,0,0,-0.042057,0.088905703,1,1,-501.0771265,1,1,1,1,0,0,0,0,0,0,0,2.1,,158.84,160.52
268,0.108632402,2025.973796,80,32.24665918,10.47814147,350.5554677,3.356660698,828.819595,0.21,0.25495682,588,-0.366637,-0.281007,0.075125307,0.038586423,0.163770945,0,-0.0613107,0.087022646,0,0,-0.042057,0.113693968,1,1,-501.0772465,1,1,1,1,0,0,0,0,0,0,0,2.2,,153.4,158.01
269,0.160382464,1598.753834,80,11.9194079,13.17605743,775.5122476,2.516211647,641.5859344,0.21,0.386982602,588,-0.366637,-0.281007,0.070526957,0.054799459,0.116354456,0,-0.0613107,0.065555966,0,0,-0.042057,0.162952415,1,1,-501.0772431,1,1,1,1,0,0,0,0,0,0,0,2.8,,199.35,161.52
270,0.114965041,1705.338992,80,35.47310927,17.33517219,489.2165627,2.542728608,810.43055,0.21,0.317837698,588,-0.366637,-0.281007,0.071756975,0.048629075,0.177314589,0,-0.0613107,0.121442311,0,0,-0.042057,0.088854972,1,1,-501.0772431,1,1,1,1,0,0,0,0,0,0,0,2.1,,142.95,164
271,0.138786499,1859.139562,80,50.75035876,17.13047051,693.325323,2.019706966,821.831193,0.21,0.253931704,588,-0.366637,-0.281007,0.050971073,0.046160886,0.09897308,0,-0.0613107,0.113771106,0,0,-0.042057,0.13261527,1,1,-501.0772377,1,1,1,1,0,0,0,0,0,0,0,2.4,,134.17,164.09
272,0.103288154,1625.907104,80,37.34785217,23.48153251,341.9225988,2.454931232,419.5780006,0.21,0.351042288,588,-0.366637,-0.281007,0.070668181,0.04405585,0.196655485,0,-0.0613107,0.087818262,0,0,-0.042057,0.125038429,1,1,-501.0770512,1,1,1,1,0,0,0,0,0,0,0,2.2,,235.05,152.94
273,0.177359395,1674.570493,80,23.92926402,9.101181727,889.8811439,2.446921638,462.1794399,0.21,0.41391093,588,-0.366637,-0.281007,0.068058264,0.054664971,0.176741126,0,-0.0613107,0.100943731,0,0,-0.042057,0.091941253,1,1,-501.0772407,1,1,1,1,0,0,0,0,0,0,0,2.2,,190.88,156.71
274,0.137032589,1496.146368,80,29.11304065,17.91333539,546.4221279,3.175065169,717.1819528,0.21,0.311719054,588,-0.366637,-0.281007,0.062456509,0.038946244,0.236329586,0,-0.0613107,0.081255302,0,0,-0.042057,0.10618809,1,1,-501.077238,1,1,1,1,0,0,0,0,0,0,0,2.6,,137.94,157.58
275,0.089731189,1587.770261,80,37.64579197,11.30705003,1852.312531,2.810415415,940.3060357,0.21,0.391491202,588,-0.366637,-0.281007,0.08093394,0.041435792,0.120452515,0,-0.0613107,0.082561853,0,0,-0.042057,0.176977573,1,1,-501.0771266,1,1,1,1,0,0,0,0,0,0,0,2.2,,198.47,162.41
276,0.101434148,2184.406995,80,37.32433337,15.57702788,834.565854,2.86340679,813.4043404,0.21,0.332761667,588,-0.366637,-0.281007,0.058787426,0.051036473,0.187715371,0,-0.0613107,0.095114104,0,0,-0.042057,0.10444773,1,1,-501.0772722,1,1,1,1,0,0,0,0,0,0,0,2.4,,128.31,165.98
277,0.107018078,2573.433843,80,34.99872259,19.11397835,954.6546642,2.914113694,440.01272,0.21,0.254643545,588,-0.366637,-0.281007,0.063793905,0.041374849,0.21107084,0,-0.0613107,0.0791864,0,0,-0.042057,0.113153795,1,1,-501.0771463,1,1,1,1,0,0,0,0,0,0,0,2.3,,144,150.65
278,0.161729956,2082.658624,80,35.27818161,14.97908608,765.4924562,2.912669937,648.8933654,0.21,0.345751255,588,-0.366637,-0.281007,0.051004239,0.046139656,0.156248461,0,-0.0613107,0.067988532,0,0,-0.042057,0.118337906,1,1,-501.0771508,1,1,1,1,0,0,0,0,0,0,0,2.2,,148.2,154.58
279,0.145089536,1712.382458,80,48.9496771,14.41185688,554.9628754,2.472284634,702.7181371,0.21,0.411509986,588,-0.366637,-0.281007,0.046620207,0.046351552,0.150849897,0,-0.0613107,0.089264797,0,0,-0.042057,0.085944308,1,1,-501.0771274,1,1,1,1,0,0,0,0,0,0,0,2.5,,174.49,161.11
280,0.115959306,1853.203004,80,33.82166626,13.33538215,631.2677894,2.197824893,404.8713309,0.21,0.300767742,588,-0.366637,-0.281007,0.051016264,0.046191221,0.111978732,0,-0.0613107,0.119467301,0,0,-0.042057,0.130252743,1,1,-501.0772069,1,1,1,1,0,0,0,0,0,0,0,2.3,,136.98,165.56
281,0.133622015,2599.271672,80,37.31898334,20.4813706,741.1740581,2.873996424,655.7654261,0.21,0.334824115,588,-0.366637,-0.281007,0.069859062,0.036934116,0.165820682,0,-0.0613107,0.092924288,0,0,-0.042057,0.09916333,1,1,-501.0771905,1,1,1,1,0,0,0,0,0,0,0,2.2,,126.17,164.82
282,0.114971497,1771.824315,80,37.76715668,11.74035602,604.2937167,2.167340162,326.971298,0.21,0.313675178,588,-0.366637,-0.281007,0.051473969,0.039218498,0.215590211,0,-0.0613107,0.099331336,0,0,-0.042057,0.087731882,1,1,-501.0768211,1,1,1,1,0,0,0,0,0,0,0,2,,155.05,153.08
283,0.109461683,1867.484484,80,32.27053568,14.14675005,522.8479007,3.740911933,557.856525,0.21,0.327452706,588,-0.366637,-0.281007,0.051278909,0.043752047,0.192774229,0,-0.0613107,0.112608054,0,0,-0.042057,0.10555111,1,1,-501.0770844,1,1,1,1,0,0,0,0,0,0,0,2.2,,138.05,156.27
284,0.166560071,1799.319557,80,35.66288524,10.13726169,519.0174659,3.210036348,601.40865,0.21,0.394488747,588,-0.366637,-0.281007,0.043226085,0.048517837,0.193950977,0,-0.0613107,0.069907581,0,0,-0.042057,0.141863427,1,1,-501.0771171,1,1,1,1,0,0,0,0,0,2,0,2.1,,237.56,158.25
285,0.102941102,1757.528651,80,38.04618367,13.48075495,833.5345298,3.152841611,715.2851806,0.21,0.346655281,588,-0.366637,-0.281007,0.052935365,0.034520546,0.211639338,0,-0.0613107,0.090008273,0,0,-0.042057,0.111456272,1,1,-501.0772146,1,1,1,1,0,0,0,0,0,0,0,2,,150.44,158.63
286,0.134234932,2413.93317,80,44.32318228,13.61316877,893.4953453,2.708501671,813.0757785,0.21,0.388532849,588,-0.366637,-0.281007,0.039906917,0.060604695,0.100969757,0,-0.0613107,0.078379229,0,0,-0.042057,0.133721447,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
287,0.146259409,2583.41234,80,25.63832189,22.5161989,505.2841417,2.658689509,862.7494276,0.21,0.254134696,588,-0.366637,-0.281007,0.076266053,0.036997113,0.263743863,0,-0.0613107,0.081652132,0,0,-0.042057,0.11749099,1,1,-501.076964,1,1,1,1,0,0,0,0,0,0,0,2.4,,187.1,160.73
288,0.090125595,2195.732789,80,13.51593371,18.76048062,554.0013512,2.874544363,702.5519688,0.21,0.33122835,588,-0.366637,-0.281007,0.055555686,0.031990331,0.16363862,0,-0.0613107,0.086608073,0,0,-0.042057,0.122380797,1,1,-501.0765074,1,1,1,1,0,0,0,0,0,0,0,2.1,,177.61,156.03
289,0.127032443,1479.265551,80,35.699329,16.18322022,699.1909515,2.7597906,719.6997345,0.21,0.26980381,588,-0.366637,-0.281007,0.063260297,0.035402156,0.132232855,0,-0.0613107,0.12604952,0,0,-0.042057,0.106175413,1,1,-501.0772697,1,1,1,1,0,0,0,0,0,0,0,2.3,,142.18,154.45
290,0.101394796,2201.067049,80,18.37468135,16.84452771,663.8462948,2.20939935,567.1367098,0.21,0.358593538,588,-0.366637,-0.281007,0.047235261,0.042645374,0.169051634,0,-0.0613107,0.06414929,0,0,-0.042057,0.103246553,1,1,-501.0746436,1,1,1,1,0,0,0,0,0,0,0,2.1,,169.76,159.67
291,0.107222326,1840.395653,80,33.14673092,12.30803334,727.1634343,3.226600102,807.7104899,0.21,0.319582867,588,-0.366637,-0.281007,0.059613679,0.036636158,0.175152613,0,-0.0613107,0.089815337,0,0,-0.042057,0.095258509,1,1,-501.0772539,1,1,1,1,0,0,0,0,0,0,0,2.1,,177.88,159.94
292,0.131614724,1597.163189,80,25.71560725,13.56295083,897.9089997,2.685340564,332.8546444,0.21,0.343148305,588,-0.366637,-0.281007,0.048103008,0.03828985,0.165750968,0,-0.0613107,0.108256068,0,0,-0.042057,0.128390896,1,1,-501.0770462,1,1,1,1,0,0,0,0,0,0,0,2.2,,168.49,161.56
293,0.150297407,2263.434438,80,33.30566893,16.61515779,775.3780122,2.115429676,443.1369443,0.21,0.331240613,588,-0.366637,-0.281007,0.064769529,0.037517201,0.181904178,0,-0.0613107,0.105649401,0,0,-0.042057,0.140516404,1,1,-501.0771602,1,1,1,1,0,0,0,0,0,0,0,2.5,,123.94,164.3
294,0.144617363,1212.691356,80,25.07015742,20.22546053,810.4606869,2.549112699,510.0970475,0.21,0.419113041,588,-0.366637,-0.281007,0.058317259,0.04196788,0.159167773,0,-0.0613107,0.102852512,0,0,-0.042057,0.109365295,1,1,-501.0769983,1,1,1,1,0,0,0,0,0,0,0,2,,176.84,160.84
295,0.12830096,2019.803327,80,36.48204126,18.54784232,1054.932986,2.318989069,592.9438557,0.21,0.349582114,588,-0.366637,-0.281007,0.041537089,0.07638313,0.165928776,0,-0.0613107,0.082642673,0,0,-0.042057,0.142631171,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
296,0.132002815,1551.78733,80,40.27917249,12.39173757,1062.424036,2.78742409,625.9752374,0.21,0.487822162,588,-0.366637,-0.281007,0.097202527,0.037294931,0.183650366,0,-0.0613107,0.098353294,0,0,-0.042057,0.130097912,1,1,-501.0772533,1,1,1,1,0,0,0,0,0,0,0,2.5,,162.83,157.44
297,0.144777117,1167.401882,80,38.32802578,13.97483117,397.5963214,3.757053487,393.6562878,0.21,0.260126368,588,-0.366637,-0.281007,0.053600748,0.045879937,0.133865795,0,-0.0613107,0.100746128,0,0,-0.042057,0.105359392,1,1,-501.0768026,1,1,1,1,0,0,0,0,0,0,0,2,,328.53,129.72
298,0.165321454,1658.159479,80,21.033736,18.30386574,851.5272906,3.148037517,652.3388173,0.21,0.375429537,588,-0.366637,-0.281007,0.091286613,0.037264927,0.170264645,0,-0.0613107,0.06702026,0,0,-0.042057,0.095092501,1,1,-501.0771974,1,1,1,1,0,0,0,0,0,0,0,2.3,,213.39,145.39
299,0.156080934,1852.639639,80,38.05604166,17.45560639,974.084422,1.982807916,450.554207,0.21,0.445245601,588,-0.366637,-0.281007,0.082139635,0.034613477,0.140598857,0,-0.0613107,0.100424447,0,0,-0.042057,0.113231245,1,1,-501.0771666,1,1,1,1,0,0,0,0,0,0,0,2.5,,134.82,140.94
300,0.172187909,1756.220696,80,35.28710057,16.22389333,659.4459876,3.032869265,477.5764643,0.21,0.489001632,588,-0.366637,-0.281007,0.058504413,0.059167046,0.216074639,0,-0.0613107,0.091290025,0,0,-0.042057,0.120994021,1,1,-501.0772316,1,1,1,1,0,0,0,0,0,0,0,2.5,,127.99,131.41
