run,ay2,ay3,CLM_pop,CLP_pop,corr_f_m_CLP,corr_f_m_V_2,corr_f_m_V_3,corr_V_2_CLP,corr_V_3_CLP,corr_V_3_V_2,f_m_pop,k_a_pop,omega_CLP,omega_f_m,omega_V_2,omega_V_3,Q_25_pop,Q_34_pop,V_2_pop,V_3_pop,V_4_pop
1711294409_34047,0.599091815531967,0.508943585270961,1.80298689599931,4.57277491370935,-0.910920644609884,-0.909340047713389,-0.935461345548436,0.927533240395281,0.903585651469246,0.953397737958531,-1.56065,-2.66797211345204,0.963809380627938,1.10411058972125,1.03659505102376,0.975423433761435,-0.75808669807937,2.1109322920679,7.72238901621423,6.65421288538145,12.2708579587749
1711330903_81433,0.603791477000387,0.505592212997995,2.43590245166946,4.82389597931656,-0.89816214460595,-0.921382202155231,-0.938026865155682,0.93790681667661,0.890316003790257,0.951504018820323,-1.56065,-2.71809914094242,0.802342621828127,1.09106812317985,0.962534297538634,1.01863355862565,-0.725974357018612,3.3761885232251,7.85900577689495,7.6707716946677,13.79323312818
1711284070_74856,0.602219774347594,0.508848658317551,2.69374914786534,4.7157255877405,-0.903484042517139,-0.919558210238838,-0.934701571155485,0.93166902887331,0.889143023707717,0.95272875562513,-1.56065,-2.71709732919933,0.855789321170574,1.06014114418725,1.00191594411607,0.970627462865201,-0.689439991060767,4.14560594880147,7.78489889793375,8.33287720928394,14.6245200047688
1711336407_26369,0.595012399604096,0.509018260129659,7.02235174847262,4.67586575342589,-0.922365824038928,-0.936690718265279,-0.939407781367695,0.934623217699689,0.894232291590608,0.95409001252003,-1.56065,-2.73165501556188,0.955559792589986,1.0726841266025,1.03578011006604,1.00515571995808,-0.850640642078171,8.72962616350673,7.7765939392388,12.8565211911822,19.3124880281148
1711296274_78721,0.601050110367441,0.50594242808735,3.6888450127529,4.74829719771317,-0.907393588900369,-0.927034847582533,-0.935570146414768,0.936398490435207,0.895672367377,0.957523903509548,-1.56065,-2.71312053053618,0.892902875206682,1.08588438654047,1.01251880528376,1.03082457469634,-0.820345336474797,4.13740032667092,7.83898424519298,8.60440253923059,14.3767138063291
1711326889_44636,0.598264460142695,0.506864610155406,4.89754030619706,4.65150232364121,-0.920986484591537,-0.922123177560619,-0.935975444563284,0.950126555979547,0.92324253081333,0.962233739376838,-1.56065,-2.6803887784616,0.96401401762279,1.07345350307164,1.10885483624437,1.00417053038079,-0.82803926466484,5.43917822209453,7.75894227370133,9.88123955666035,15.6955263816156
1711284207_74155,0.598385663915097,0.507157374984612,3.04402662566513,4.67105585084028,-0.918895827006458,-0.924494792647379,-0.933451342208745,0.935450202435009,0.901235678504799,0.956435402968075,-1.56065,-2.67140943840929,0.923521239571551,1.08180858484943,1.00581453493756,0.987446857262063,-0.807860703482681,3.44589180721413,7.78679964735471,7.93090760254927,13.6403659660456
1711333083_95677,0.602492904960434,0.513659491393581,2.83819357121857,4.83203160767194,-0.87656464308152,-0.91336486248176,-0.93518099831386,0.928181331036923,0.866523580820929,0.94771069169664,-1.56065,-2.73266119426121,0.811267157164413,1.06387044144543,0.93483857202519,1.00576093685919,-0.712214510930325,3.07778282844949,7.90566795593115,7.62814780152045,13.1312360515061
1711311966_55816,0.594667766711989,0.503277272111152,-0.229416312304503,4.65504268540308,-0.926703344551219,-0.942667555746361,-0.937573386251243,0.942904162036781,0.894860328205322,0.957599886819151,-1.56065,-2.68420906763809,0.992598404578735,1.09170932716932,1.12033342397076,1.0168077236177,-0.854171966016989,-0.21042422807,7.72831740957273,4.44366599700585,9.87078782051167
1711298757_49741,0.593528070156867,0.508150675169887,2.93711192196058,4.609864479775,-0.929319915198976,-0.927146995313383,-0.94079443072232,0.941255945484716,0.918742232547182,0.957108980155506,-1.56065,-2.66397985165945,0.972812695495187,1.10370392086469,1.06332796658584,1.01937479462739,-0.880538640777153,3.30677313056806,7.7296999296887,7.80085595678645,13.5708064457835
1711307143_72085,0.597582853625044,0.507815050327517,3.41338196100047,4.64740492233064,-0.921219020042144,-0.919967939120773,-0.938246538360776,0.93440040135362,0.916839416247774,0.957358028279385,-1.56065,-2.63673475488147,0.944832607418672,1.11899214882818,1.04869751617121,1.00903786253028,-0.797595222637573,3.76003630269284,7.76158166211747,8.27776546346996,13.965994454301
